gameId,gameDuration,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKillsTeam1,inhibitorKillsTeam1,towerKillsTeam2,inhibitorKillsTeam2,T1_P1_participantId,T1_P1_championId,T1_P1_highestAchievedSeasonTier,T1_P1_lane/role,T1_P1_kills,T1_P1_deaths,T1_P1_assists,T1_P1_largestKillingSpree,T1_P1_longestTimeSpentLiving,T1_P1_totalDamageDealt,T1_P1_totalDamageDealtToChampions,T1_P1_goldEarned,T1_P1_goldSpent,T1_P1_champLevel,T1_P2_participantId,T1_P2_championId,T1_P2_highestAchievedSeasonTier,T1_P2_lane/role,T1_P2_kills,T1_P2_deaths,T1_P2_assists,T1_P2_largestKillingSpree,T1_P2_longestTimeSpentLiving,T1_P2_totalDamageDealt,T1_P2_totalDamageDealtToChampions,T1_P2_goldEarned,T1_P2_goldSpent,T1_P2_champLevel,T1_P3_participantId,T1_P3_championId,T1_P3_highestAchievedSeasonTier,T1_P3_lane/role,T1_P3_kills,T1_P3_deaths,T1_P3_assists,T1_P3_largestKillingSpree,T1_P3_largestMultiKill,T1_P3_longestTimeSpentLiving,T1_P3_totalDamageDealt,T1_P3_totalDamageDealtToChampions,T1_P3_goldEarned,T1_P3_goldSpent,T1_P3_champLevel,T1_P4_participantId,T1_P4_championId,T1_P4_highestAchievedSeasonTier,T1_P4_lane/role,T1_P4_kills,T1_P4_deaths,T1_P4_assists,T1_P4_largestKillingSpree,T1_P4_longestTimeSpentLiving,T1_P4_totalDamageDealt,T1_P4_totalDamageDealtToChampions,T1_P4_goldEarned,T1_P4_goldSpent,T1_P4_champLevel,T1_P5_participantId,T1_P5_championId,T1_P5_highestAchievedSeasonTier,T1_P5_lane/role,T1_P5_kills,T1_P5_deaths,T1_P5_assists,T1_P5_largestKillingSpree,T1_P5_largestMultiKill,T1_P5_totalDamageDealt,T1_P5_totalDamageDealtToChampions,T1_P5_goldEarned,T1_P5_goldSpent,T1_P5_champLevel,T2_P1_participantId,T2_P1_championId,T2_P1_highestAchievedSeasonTier,T2_P1_lane/role,T2_P1_kills,T2_P1_deaths,T2_P1_assists,T2_P1_largestKillingSpree,T2_P1_longestTimeSpentLiving,T2_P1_totalDamageDealt,T2_P1_totalDamageDealtToChampions,T2_P1_goldEarned,T2_P1_goldSpent,T2_P1_champLevel,T2_P2_participantId,T2_P2_championId,T2_P2_highestAchievedSeasonTier,T2_P2_lane/role,T2_P2_kills,T2_P2_deaths,T2_P2_assists,T2_P2_largestKillingSpree,T2_P2_largestMultiKill,T2_P2_longestTimeSpentLiving,T2_P2_totalDamageDealt,T2_P2_totalDamageDealtToChampions,T2_P2_goldEarned,T2_P2_goldSpent,T2_P2_champLevel,T2_P3_participantId,T2_P3_championId,T2_P3_highestAchievedSeasonTier,T2_P3_lane/role,T2_P3_kills,T2_P3_deaths,T2_P3_assists,T2_P3_largestKillingSpree,T2_P3_largestMultiKill,T2_P3_longestTimeSpentLiving,T2_P3_totalDamageDealt,T2_P3_totalDamageDealtToChampions,T2_P3_goldEarned,T2_P3_goldSpent,T2_P3_champLevel,T2_P4_participantId,T2_P4_championId,T2_P4_highestAchievedSeasonTier,T2_P4_lane/role,T2_P4_kills,T2_P4_deaths,T2_P4_assists,T2_P4_largestKillingSpree,T2_P4_largestMultiKill,T2_P4_longestTimeSpentLiving,T2_P4_totalDamageDealt,T2_P4_magicDamageDealt,T2_P4_trueDamageDealtToChampions,T2_P4_goldEarned,T2_P4_goldSpent,T2_P4_champLevel,T2_P5_participantId,T2_P5_championId,T2_P5_highestAchievedSeasonTier,T2_P5_lane/role,T2_P5_kills,T2_P5_deaths,T2_P5_assists,T2_P5_largestKillingSpree,T2_P5_largestMultiKill,T2_P5_longestTimeSpentLiving,T2_P5_totalDamageDealt,T2_P5_totalDamageDealtToChampions,T2_P5_goldEarned,T2_P5_goldSpent,T2_P5_champLevel
1672797655,2458,1,1,0,2,2,2,2,8,1,7,1,1,28,MASTER,JUNGLE/NONE,15,8,15,5,1120,183397,36616,16749,14000,18,2,350,DIAMOND,BOTTOM/DUO_SUPPORT,4,3,32,2,1226,41616,22193,12521,11900,18,3,69,DIAMOND,MIDDLE/SOLO,8,10,14,2,1,359,169234,25595,15432,14250,18,4,67,NONE,BOTTOM/DUO_CARRY,12,7,15,4,746,247415,30001,19949,18200,18,5,68,PLATINUM,TOP/SOLO,13,8,16,4,3,221980,47825,18380,17575,18,6,12,MASTER,MIDDLE/DUO_SUPPORT,2,14,12,0,369,38925,8337,10460,10275,15,7,518,DIAMOND,TOP/SOLO,9,9,10,5,2,770,205001,25177,18518,17900,18,8,121,MASTER,JUNGLE/NONE,19,4,13,11,1,1121,291789,40586,20817,23400,18,9,81,DIAMOND,BOTTOM/SOLO,5,11,8,3,1,366,168472,36415,744,15139,14950,16,10,127,DIAMOND,MIDDLE/DUO_CARRY,1,14,14,0,1,468,106076,17606,11630,10425,16
1672790516,1576,1,1,0,1,1,1,1,9,2,1,0,1,267,MASTER,MIDDLE/DUO_SUPPORT,1,2,8,0,1050,13732,5534,6952,5260,11,2,76,DIAMOND,JUNGLE/NONE,10,2,4,6,826,160170,13657,12569,10825,15,3,90,DIAMOND,TOP/SOLO,6,5,11,3,1,510,150026,21169,12478,11160,16,4,58,NONE,MIDDLE/DUO_CARRY,8,3,4,7,505,115370,17228,11614,10225,15,5,81,DIAMOND,BOTTOM/SOLO,3,2,11,3,1,128181,17700,10896,9750,14,6,18,MASTER,BOTTOM/DUO_CARRY,4,5,3,4,1070,118687,8157,9694,9100,13,7,120,MASTER,JUNGLE/NONE,2,10,8,0,1,174,126145,11288,8654,8350,13,8,164,MASTER,MIDDLE/SOLO,3,6,1,2,1,668,98102,10025,8805,8233,13,9,37,MASTER,BOTTOM/DUO_SUPPORT,1,3,7,0,1,865,19163,13327,440,6206,5925,11,10,8,DIAMOND,TOP/SOLO,4,5,3,3,1,641,105039,11357,9370,9025,13
1672230485,1653,1,2,2,1,1,2,1,10,3,1,0,1,25,DIAMOND,BOTTOM/SOLO,3,8,15,2,430,45652,8282,9626,8350,13,2,126,GOLD,TOP/SOLO,12,4,9,4,542,148784,27031,13688,13000,15,3,120,MASTER,JUNGLE/NONE,11,5,14,4,1,548,155206,17383,13139,11658,15,4,157,NONE,MIDDLE/SOLO,10,3,9,6,956,176127,25735,14223,13975,15,5,67,MASTER,JUNGLE/NONE,1,8,6,0,1,56454,4144,8106,6700,12,6,122,DIAMOND,TOP/SOLO,3,13,4,2,308,47261,6671,6588,6150,12,7,55,DIAMOND,MIDDLE/DUO,8,6,3,3,2,349,120985,17938,10794,9975,15,8,35,DIAMOND,JUNGLE/NONE,5,7,7,2,1,768,96552,9233,9171,8950,12,9,497,DIAMOND,BOTTOM/SOLO,1,5,17,0,1,828,17113,9131,692,8540,8500,12,10,145,CHALLENGER,MIDDLE/DUO,11,6,6,7,2,735,166106,21030,14782,14050,14
1673439817,1771,2,2,2,2,1,1,1,5,0,7,1,1,32,DIAMOND,JUNGLE/NONE,3,9,4,0,559,120680,11504,9774,9275,14,2,58,DIAMOND,TOP/SOLO,1,9,5,0,430,118093,16201,9511,9125,15,3,91,NONE,MIDDLE/DUO,9,9,3,2,1,423,130073,25539,13205,13025,15,4,99,MASTER,MIDDLE/DUO_SUPPORT,3,5,7,2,843,28480,13208,8432,8225,12,5,498,DIAMOND,MIDDLE/DUO,5,5,6,3,1,156006,24423,12285,11700,14,6,15,DIAMOND,BOTTOM/SOLO,6,5,15,5,950,136959,15400,12256,12325,15,7,164,NONE,TOP/DUO_CARRY,7,4,14,3,2,684,138282,26952,12646,10158,16,8,113,CHALLENGER,JUNGLE/NONE,11,3,16,6,1,647,168395,21879,13283,11400,16,9,412,MASTER,TOP/DUO_SUPPORT,5,4,18,2,1,790,20791,13585,1419,9600,7925,14,10,68,MASTER,MIDDLE/SOLO,8,5,12,4,1,823,106078,20406,11482,11250,15
1673414403,1595,1,1,0,1,2,2,2,8,1,5,0,1,267,DIAMOND,BOTTOM/DUO_SUPPORT,2,3,17,0,776,14806,9785,8848,7675,13,2,79,DIAMOND,JUNGLE/NONE,3,9,11,2,490,116031,14094,9174,8050,13,3,39,MASTER,MIDDLE/SOLO,8,4,4,4,2,471,109346,11749,11057,10008,14,4,122,DIAMOND,TOP/SOLO,7,5,1,4,698,155108,19072,13675,11883,15,5,145,DIAMOND,BOTTOM/DUO_CARRY,10,4,5,6,2,139340,20832,12432,10250,14,6,2,NONE,JUNGLE/NONE,11,5,3,6,403,193901,27354,14072,14600,15,7,82,DIAMOND,TOP/SOLO,4,6,5,4,2,567,78440,13927,9194,8435,14,8,69,DIAMOND,MIDDLE/SOLO,3,8,9,2,1,379,87780,13357,9145,7925,14,9,99,CHALLENGER,BOTTOM/DUO_SUPPORT,3,5,12,2,1,416,23459,17315,742,8219,7625,12,10,236,DIAMOND,BOTTOM/DUO_CARRY,4,6,6,2,1,410,117266,14283,10899,10150,14
1673387231,1299,2,2,2,2,2,2,1,1,0,10,2,1,64,NONE,JUNGLE/NONE,3,4,6,2,589,105665,6502,9275,8850,12,2,15,NONE,BOTTOM/DUO_CARRY,3,5,3,2,307,97266,8932,7442,6825,11,3,13,MASTER,MIDDLE/SOLO,4,9,2,2,1,308,76356,9570,8019,7325,11,4,30,NONE,TOP/SOLO,5,9,3,0,330,77514,13843,8281,7935,12,5,63,MASTER,BOTTOM/DUO_SUPPORT,0,6,4,0,0,16328,5805,4702,4600,10,6,40,CHALLENGER,BOTTOM/DUO_SUPPORT,4,2,12,3,413,19416,6534,8479,6250,11,7,164,MASTER,TOP/SOLO,6,4,4,3,1,571,103307,14583,10242,9408,14,8,238,MASTER,MIDDLE/SOLO,6,3,2,4,2,465,112495,13212,10388,9225,14,9,145,MASTER,BOTTOM/DUO_CARRY,10,4,8,6,3,567,146069,24041,730,13250,10325,14,10,60,CHALLENGER,JUNGLE/NONE,7,2,9,3,1,657,101700,14116,10321,8085,13
1672606825,1690,2,1,0,2,2,1,2,3,0,9,1,1,245,PLATINUM,MIDDLE/SOLO,2,6,4,2,519,114205,14533,9491,9450,14,2,145,DIAMOND,BOTTOM/DUO_CARRY,4,6,3,2,542,103738,17525,9634,9525,12,3,59,CHALLENGER,BOTTOM/DUO_SUPPORT,4,5,8,2,1,784,34600,12734,8318,8275,12,4,41,CHALLENGER,TOP/SOLO,2,6,7,0,578,169107,20851,11174,10733,15,5,64,DIAMOND,JUNGLE/NONE,7,8,1,3,2,113775,12341,10000,9375,13,6,92,NONE,TOP/SOLO,12,2,13,7,815,168566,28209,15352,11750,16,7,113,CHALLENGER,JUNGLE/NONE,3,3,19,3,1,542,171406,17799,12156,7800,16,8,7,CHALLENGER,MIDDLE/SOLO,10,6,9,4,1,513,94711,16532,11966,9550,15,9,15,MASTER,BOTTOM/DUO_CARRY,5,4,8,2,2,845,134211,233,258,11148,8800,14,10,16,DIAMOND,BOTTOM/DUO_SUPPORT,1,4,15,0,1,847,9234,4281,7759,4950,13
1671170360,1422,2,2,0,0,2,1,2,3,0,6,0,1,68,MASTER,TOP/SOLO,2,11,8,0,435,63666,13429,6638,5760,12,2,421,DIAMOND,JUNGLE/NONE,5,9,6,2,404,105513,10067,8553,8075,12,3,103,MASTER,MIDDLE/SOLO,6,6,5,5,2,609,104619,19290,9518,9375,13,4,43,DIAMOND,BOTTOM/DUO_SUPPORT,1,4,12,0,554,40957,12312,7490,7025,11,5,236,NONE,BOTTOM/DUO_CARRY,12,5,2,6,2,111854,17227,13204,12550,13,6,8,DIAMOND,MIDDLE/SOLO,7,2,7,5,461,110328,14456,10593,9025,15,7,119,NONE,BOTTOM/DUO_CARRY,5,7,9,2,1,297,107456,16123,11175,9450,13,8,111,CHALLENGER,BOTTOM/DUO_SUPPORT,3,9,14,0,1,260,32215,10159,7684,6450,12,9,92,NONE,TOP/SOLO,11,6,4,3,2,348,126371,0,712,12700,11700,15,10,113,CHALLENGER,JUNGLE/NONE,9,2,14,8,1,233,149907,17427,13622,12275,15
1672606825,1690,2,1,0,2,2,1,2,3,0,9,1,1,245,PLATINUM,MIDDLE/SOLO,2,6,4,2,519,114205,14533,9491,9450,14,2,145,DIAMOND,BOTTOM/DUO_CARRY,4,6,3,2,542,103738,17525,9634,9525,12,3,59,CHALLENGER,BOTTOM/DUO_SUPPORT,4,5,8,2,1,784,34600,12734,8318,8275,12,4,41,CHALLENGER,TOP/SOLO,2,6,7,0,578,169107,20851,11174,10733,15,5,64,DIAMOND,JUNGLE/NONE,7,8,1,3,2,113775,12341,10000,9375,13,6,92,NONE,TOP/SOLO,12,2,13,7,815,168566,28209,15352,11750,16,7,113,CHALLENGER,JUNGLE/NONE,3,3,19,3,1,542,171406,17799,12156,7800,16,8,7,CHALLENGER,MIDDLE/SOLO,10,6,9,4,1,513,94711,16532,11966,9550,15,9,15,MASTER,BOTTOM/DUO_CARRY,5,4,8,2,2,845,134211,233,258,11148,8800,14,10,16,DIAMOND,BOTTOM/DUO_SUPPORT,1,4,15,0,1,847,9234,4281,7759,4950,13
1671123539,914,2,2,2,0,0,0,0,0,0,4,0,1,111,DIAMOND,NONE/DUO_SUPPORT,4,2,3,2,634,19058,6986,5389,5250,9,2,67,MASTER,NONE/DUO_SUPPORT,3,5,2,2,275,34127,5685,5551,5300,9,3,84,DIAMOND,NONE/DUO_SUPPORT,0,4,2,0,0,415,28069,4624,3998,3525,9,4,157,NONE,NONE/DUO,0,3,0,0,286,48146,1848,4455,4000,10,5,120,NONE,NONE/DUO_SUPPORT,0,3,0,0,0,66104,1323,4262,4075,9,6,113,PLATINUM,NONE/DUO_SUPPORT,3,1,2,3,761,69885,4694,6038,4925,10,7,518,CHALLENGER,NONE/DUO_SUPPORT,3,0,3,3,1,0,70392,5695,7088,6285,11,8,81,GOLD,NONE/DUO_SUPPORT,4,2,4,2,1,334,65677,11080,8322,8183,10,9,68,NONE,NONE/DUO_SUPPORT,6,1,4,5,2,751,59683,50663,0,7196,6600,11,10,16,DIAMOND,NONE/DUO_SUPPORT,1,3,8,0,1,272,5858,2437,5046,4710,8
1671082514,1983,1,2,2,1,1,1,2,10,3,2,0,1,13,MASTER,TOP/SOLO,10,8,4,3,427,248045,30711,16180,14225,17,2,64,NONE,JUNGLE/NONE,3,1,15,3,1826,199204,16019,13440,12950,17,3,238,DIAMOND,MIDDLE/SOLO,13,6,4,5,2,1009,168247,29632,14512,14200,17,4,51,PLATINUM,BOTTOM/DUO_CARRY,6,3,6,3,1294,256485,27405,15399,13000,16,5,16,DIAMOND,BOTTOM/DUO_SUPPORT,0,4,18,0,0,12214,2627,8395,7850,15,6,41,MASTER,TOP/SOLO,7,8,2,2,375,321720,28062,17032,17008,18,7,81,MASTER,BOTTOM/DUO_CARRY,3,4,8,0,1,1003,172482,26838,12569,12675,15,8,45,DIAMOND,MIDDLE/SOLO,2,7,4,0,1,537,132746,11127,10041,9700,15,9,99,GOLD,BOTTOM/DUO_SUPPORT,1,5,9,0,1,584,30331,25988,609,7471,6925,14,10,121,NONE,JUNGLE/NONE,9,8,5,3,1,556,140220,18664,12466,12475,16
1668206039,1976,1,1,0,1,1,2,1,9,1,3,0,1,92,DIAMOND,TOP/SOLO,6,8,8,2,618,170642,17266,13463,11550,17,2,141,DIAMOND,JUNGLE/NONE,8,7,8,4,704,145114,20996,12110,12150,15,3,8,DIAMOND,MIDDLE/SOLO,6,4,9,3,2,956,186678,25387,13136,12050,17,4,145,CHALLENGER,BOTTOM/DUO_CARRY,16,6,14,6,601,251701,43963,20074,17275,17,5,350,DIAMOND,BOTTOM/DUO_SUPPORT,3,4,29,2,1,52119,23583,12050,10550,17,6,16,DIAMOND,BOTTOM/DUO_SUPPORT,0,8,17,0,585,11435,5717,7287,6675,14,7,517,NONE,MIDDLE/SOLO,6,5,3,3,1,821,159458,21320,12264,11575,16,8,15,NONE,BOTTOM/DUO_CARRY,7,8,10,4,2,449,246972,33287,16110,16275,17,9,266,MASTER,TOP/SOLO,3,10,7,0,1,694,135164,83,416,10718,10625,15,10,120,CHALLENGER,JUNGLE/NONE,12,8,9,7,3,555,213790,31195,15013,15158,16
1668190393,967,1,1,0,0,0,1,1,4,0,0,0,1,43,DIAMOND,NONE/DUO_SUPPORT,0,1,5,0,830,50722,2940,5672,5300,10,2,266,DIAMOND,NONE/DUO_SUPPORT,6,0,3,6,0,76216,10485,8301,6950,12,3,111,DIAMOND,NONE/DUO_SUPPORT,1,0,9,0,1,0,20778,4364,4616,3650,9,4,119,NONE,NONE/DUO_SUPPORT,5,0,3,5,0,77422,7360,8657,7050,10,5,163,NONE,NONE/DUO_SUPPORT,5,2,5,3,2,83441,7547,7008,4885,10,6,16,DIAMOND,NONE/DUO_SUPPORT,1,3,1,0,519,31270,3092,4599,3050,10,7,92,CHALLENGER,NONE/DUO_SUPPORT,0,3,0,0,0,583,61338,4024,4564,3950,10,8,81,DIAMOND,NONE/DUO_SUPPORT,1,3,0,0,1,770,45559,7908,5435,4350,8,9,99,DIAMOND,NONE/DUO_SUPPORT,0,2,2,0,0,477,10807,8402,438,3329,2825,7,10,78,MASTER,NONE/DUO_SUPPORT,1,6,2,0,1,239,51365,4448,4547,4350,8
1675514380,2094,2,1,0,2,2,2,1,4,0,10,3,1,421,DIAMOND,JUNGLE/NONE,6,9,6,4,554,162871,14104,11844,11175,15,2,157,DIAMOND,MIDDLE/DUO,10,11,5,4,466,235964,31154,17624,18210,17,3,79,DIAMOND,TOP/SOLO,4,8,10,2,1,740,152163,26634,12991,12350,17,4,81,DIAMOND,MIDDLE/DUO,2,8,5,2,674,119382,20966,10751,10425,14,5,143,DIAMOND,MIDDLE/DUO_SUPPORT,1,11,5,0,1,55384,18912,9476,8650,14,6,103,NONE,MIDDLE/SOLO,3,8,14,2,376,108040,12092,11121,9175,17,7,24,DIAMOND,TOP/SOLO,7,5,10,5,1,773,146125,20714,13639,12583,18,8,236,PLATINUM,BOTTOM/DUO_CARRY,7,4,11,4,3,1064,224200,21441,17162,15675,17,9,223,CHALLENGER,BOTTOM/DUO_SUPPORT,8,2,22,5,1,1156,61787,31133,1664,12696,11500,17,10,120,MASTER,JUNGLE/NONE,22,4,12,15,2,975,276645,40959,20189,19933,18
1675503469,1212,1,1,0,0,0,1,1,5,0,0,0,1,15,DIAMOND,BOTTOM/DUO_CARRY,9,4,3,3,471,82867,12991,10179,9025,11,2,101,DIAMOND,MIDDLE/SOLO,0,2,2,0,548,78797,5918,6694,5935,12,3,92,MASTER,TOP/SOLO,5,3,2,2,1,450,118645,13897,10056,9200,14,4,107,DIAMOND,JUNGLE/NONE,4,2,4,2,540,110194,6256,7868,6525,11,5,223,CHALLENGER,BOTTOM/DUO_SUPPORT,2,0,12,2,1,34495,9655,7260,6175,11,6,27,DIAMOND,MIDDLE/DUO,2,3,4,2,916,64584,10933,6372,5975,11,7,114,MASTER,TOP/SOLO,2,3,0,2,1,580,57684,6093,6006,5875,11,8,113,MASTER,JUNGLE/NONE,4,5,4,2,1,297,71892,7365,7330,6800,11,9,498,PLATINUM,MIDDLE/DUO,1,5,2,0,1,313,92794,0,95,7326,7450,11,10,497,CHALLENGER,BOTTOM/SOLO,2,4,3,0,1,485,11728,5902,5309,4850,9
1675367881,2708,2,2,2,2,2,2,1,6,1,10,2,1,498,CHALLENGER,BOTTOM/DUO_CARRY,15,10,7,4,736,402884,57388,23209,20875,18,2,37,DIAMOND,BOTTOM/DUO_SUPPORT,4,14,26,2,783,53676,25040,13596,11350,18,3,121,MASTER,JUNGLE/NONE,21,12,15,5,1,546,220164,44088,20720,24370,18,4,39,DIAMOND,MIDDLE/SOLO,9,11,21,3,1032,198255,39443,17657,16233,18,5,98,MASTER,TOP/SOLO,3,11,22,2,1,146727,15678,14416,13225,18,6,223,DIAMOND,TOP/SOLO,8,8,20,2,706,152859,25570,15752,14200,18,7,42,CHALLENGER,MIDDLE/SOLO,9,13,21,4,2,620,312383,40724,19677,18093,18,8,145,PLATINUM,BOTTOM/DUO_CARRY,28,7,15,11,2,647,376612,68201,28009,29683,18,9,412,CHALLENGER,BOTTOM/DUO_SUPPORT,3,7,41,0,1,509,27037,18385,3966,14062,12275,18,10,30,DIAMOND,JUNGLE/NONE,10,17,21,2,2,525,316975,63649,17846,16700,18
1675348540,1009,2,2,2,0,0,2,2,0,0,5,0,1,81,DIAMOND,NONE/DUO_SUPPORT,3,5,8,3,488,35872,11748,6947,6700,10,2,82,DIAMOND,NONE/DUO_SUPPORT,2,8,1,0,167,43658,6110,4954,4335,10,3,120,MASTER,NONE/DUO_SUPPORT,5,8,3,3,2,291,62916,7911,6737,6625,9,4,99,CHALLENGER,NONE/DUO_SUPPORT,1,9,4,0,226,9808,2897,4411,3850,7,5,555,DIAMOND,NONE/DUO_SUPPORT,2,4,2,0,1,38232,5705,5091,4725,10,6,59,PLATINUM,NONE/DUO_SUPPORT,3,3,11,2,539,82792,6824,7396,6300,11,7,91,MASTER,NONE/DUO_SUPPORT,6,1,4,5,2,763,69131,7241,7513,6725,11,8,114,DIAMOND,NONE/DUO_SUPPORT,2,4,2,0,1,369,54482,7340,5523,4975,10,9,15,PLATINUM,NONE/DUO_SUPPORT,18,3,7,8,3,536,87238,1261,696,12373,9075,11,10,350,CHALLENGER,NONE/DUO_SUPPORT,5,2,19,3,2,616,21140,10807,9345,7575,11
1675324255,2336,2,1,2,2,2,1,1,3,0,11,4,1,518,DIAMOND,MIDDLE/DUO,6,9,10,2,606,188531,29352,14428,14525,18,2,145,DIAMOND,MIDDLE/DUO,10,7,11,2,487,211226,24084,17652,16100,18,3,412,CHALLENGER,MIDDLE/DUO_SUPPORT,4,8,23,2,2,444,19362,9289,12093,11150,17,4,92,NONE,TOP/SOLO,10,8,16,3,488,312946,38033,20301,25925,18,5,11,DIAMOND,JUNGLE/NONE,10,11,8,3,2,238403,27278,15393,14525,18,6,236,PLATINUM,BOTTOM/DUO_CARRY,10,6,13,3,773,301428,34188,19765,17880,18,7,111,CHALLENGER,BOTTOM/DUO_SUPPORT,2,7,24,2,1,671,54210,12727,11991,10900,16,8,57,DIAMOND,TOP/SOLO,0,10,19,0,0,349,99646,15960,11420,10195,17,9,91,MASTER,MIDDLE/SOLO,12,9,7,3,2,412,211828,601,2417,17745,19077,18,10,30,CHALLENGER,JUNGLE/NONE,19,8,13,4,4,637,306685,56172,20552,25710,18
1675644217,1889,1,2,0,1,1,2,1,10,1,1,0,1,35,PLATINUM,BOTTOM/DUO_SUPPORT,2,9,19,2,211,51134,11235,10312,9150,15,2,91,DIAMOND,TOP/DUO,13,4,10,8,931,164058,28081,16157,14050,17,3,24,MASTER,TOP/DUO,7,7,2,3,2,440,142885,11883,13847,13283,16,4,81,DIAMOND,BOTTOM/DUO_CARRY,7,3,10,5,729,174589,26359,15191,13350,16,5,72,MASTER,JUNGLE/NONE,6,6,9,3,1,213555,11113,13996,12558,16,6,119,MASTER,BOTTOM/DUO_CARRY,8,9,7,3,372,220085,19802,15466,14900,15,7,120,MASTER,JUNGLE/NONE,9,7,8,3,1,573,132868,15451,12437,11533,14,8,432,NONE,BOTTOM/DUO_SUPPORT,6,6,11,3,2,749,36695,12943,9833,9725,13,9,3,CHALLENGER,MIDDLE/SOLO,2,3,13,2,1,1211,169318,159798,0,11437,10350,17,10,43,DIAMOND,TOP/SOLO,4,11,10,2,2,286,118895,13249,10140,9975,15
1675593740,1236,2,2,2,2,0,2,2,0,0,10,2,1,164,MASTER,TOP/SOLO,2,8,2,0,441,31459,5112,5559,4500,11,2,141,DIAMOND,JUNGLE/NONE,2,5,4,2,841,71546,6079,6727,5875,11,3,412,DIAMOND,BOTTOM/DUO_SUPPORT,1,6,8,0,1,312,8795,4258,5472,4425,11,4,222,MASTER,BOTTOM/DUO_CARRY,1,5,5,0,604,49846,5166,6139,5925,10,5,13,CHALLENGER,MIDDLE/SOLO,6,5,0,4,2,91077,12988,9374,7450,12,6,89,CHALLENGER,BOTTOM/DUO_SUPPORT,3,3,8,3,528,29318,5462,7516,7300,12,7,236,NONE,BOTTOM/DUO_CARRY,7,4,3,4,2,646,83596,13118,10270,10175,12,8,85,DIAMOND,TOP/SOLO,5,3,9,2,1,471,63473,17155,9542,8450,13,9,157,DIAMOND,MIDDLE/SOLO,8,1,5,7,1,988,127744,25243,1789,11646,9200,14,10,64,NONE,JUNGLE/NONE,6,1,6,4,1,849,139128,9416,10286,8425,13
1675586094,1316,1,1,0,1,1,1,1,10,2,0,0,1,111,MASTER,BOTTOM/DUO_SUPPORT,3,3,16,3,799,29187,8704,7680,6800,12,2,517,CHALLENGER,MIDDLE/DUO,7,4,8,5,500,103017,16584,10570,8475,14,3,119,MASTER,BOTTOM/DUO_CARRY,12,4,5,6,3,698,155375,17390,14560,12125,13,4,133,PLATINUM,MIDDLE/DUO,4,3,10,2,822,58345,10720,9283,8075,13,5,121,DIAMOND,JUNGLE/NONE,9,4,4,6,2,111482,11688,9752,8805,13,6,99,CHALLENGER,BOTTOM/DUO_SUPPORT,0,7,11,0,296,20961,8937,5401,5100,11,7,145,NONE,BOTTOM/DUO_CARRY,3,13,4,0,1,168,50983,8187,7161,6550,10,8,80,PLATINUM,TOP/SOLO,0,1,1,0,0,1154,36487,3023,4917,4250,10,9,82,MASTER,MIDDLE/SOLO,10,5,6,5,2,619,103038,82726,1070,11284,11275,14,10,421,MASTER,JUNGLE/NONE,5,9,4,2,2,341,84237,13607,7983,6225,12
1675571302,1386,1,1,0,1,1,1,2,9,2,1,0,1,126,DIAMOND,MIDDLE/SOLO,11,3,4,9,281,120357,18813,11358,10275,14,2,82,NONE,TOP/SOLO,1,4,6,0,539,93222,13248,7893,6900,13,3,498,DIAMOND,BOTTOM/DUO_CARRY,7,0,5,7,1,1381,123175,14282,11796,10950,13,4,64,NONE,JUNGLE/NONE,6,1,8,4,687,88812,7207,9361,8125,14,5,99,NONE,BOTTOM/DUO_SUPPORT,4,5,10,2,1,34005,7853,8774,7575,11,6,4,CHALLENGER,MIDDLE/SOLO,4,7,3,3,454,87281,12843,8878,8658,12,7,24,DIAMOND,JUNGLE/NONE,3,6,5,0,1,399,90137,7217,7506,7275,11,8,92,DIAMOND,TOP/SOLO,3,6,3,2,1,478,62950,7937,7916,7050,12,9,236,MASTER,BOTTOM/DUO_CARRY,2,4,2,0,1,688,86930,4523,132,7571,7150,11,10,350,MASTER,BOTTOM/DUO_SUPPORT,1,6,3,0,1,380,12600,6249,5088,4750,9
1675549690,1866,1,1,2,1,1,2,2,11,3,3,0,1,92,DIAMOND,TOP/SOLO,6,7,6,2,409,176245,20707,15012,14435,17,2,236,DIAMOND,BOTTOM/DUO_CARRY,3,2,6,3,618,142777,10827,12104,10675,15,3,13,CHALLENGER,MIDDLE/SOLO,6,1,11,5,2,1654,273233,32629,14445,12600,18,4,141,DIAMOND,JUNGLE/NONE,11,3,6,8,761,188238,16691,15009,13220,17,5,99,DIAMOND,BOTTOM/DUO_SUPPORT,1,3,10,0,1,33038,7484,8143,6800,14,6,163,NONE,JUNGLE/NONE,4,4,9,4,1265,139954,20339,10216,10435,15,7,145,NONE,BOTTOM/DUO_CARRY,5,5,5,2,1,784,146649,15159,13337,12850,15,8,420,DIAMOND,TOP/SOLO,2,8,4,0,1,412,148063,15957,9832,9650,15,9,111,DIAMOND,BOTTOM/DUO_SUPPORT,1,5,6,0,1,835,46633,10509,1033,7346,6750,13,10,90,PLATINUM,MIDDLE/SOLO,4,5,1,2,1,955,202990,16710,13105,12225,15
